https://www.linkedin.com/company/toytalk-inc-,"ToyTalk, Inc. (now PullString, Inc.)",,Entertainment,http://www.toytalk.com/,"Union Square San Francisco, CA 94108 United States",11-50,"ToyTalk is an award-winning entertainment and technology company that combines art and science to create conversation with characters. PullString, ToyTalk’s industry-leading technology platform for creating conversation with characters, is putting the power of speech recognition and artificial intelligence into the hands of creative teams at many of the world’s leading entertainment companies.

The Winston Show is an iPad app in which kids and characters have real conversations in a new dimension of make-believe. SpeakaZoo is the only zoo where you talk with the animals, and is available for iOS and Android devices. SpeakaLegend is the first-ever talk & touch speech recognition app. Befriend legendary creatures on a quest to find the Unicorn! And SpeakOrTreat lets you visit the scariest neighborhood in town to fill up your candy bag. All apps are available in the App Store.",2011,"{'PullString, Inc.': 'https://www.linkedin.com/company/pullstring-inc.', 'Fandor': 'https://www.linkedin.com/company/fandor', 'MUBI': 'https://www.linkedin.com/company/mubi', 'Peel': 'https://www.linkedin.com/company/peel-com', 'Osmo': 'https://www.linkedin.com/company/tangible-play-inc', 'Netflix': 'https://www.linkedin.com/company/netflix'}"
https://www.linkedin.com/company/kickapps-corporation,KickApps Corporation,"social publishing platform, software as a service, social media",Internet,http://www.kickapps.com,"26 W. 17th Street 2nd Floor New York, NY 10011 United States",51-200,"KickApps is an award-winning social publishing platform that helps the world's most recognizable brands (including NBC Universal, American Express, Scripps Network, Hearst , HBO, and Cox Television) connect with their customers and fans. KickApps was acquired by KIT digital in January 2011. 

About KIT digital, Inc. 
KIT digital (NASDAQ: KITD) is a premium provider of end-to-end video management software and related services. The KIT Platform, the company's cloud-based video asset management system, enables enterprise, media & entertainment and network operator clients to produce, manage and deliver multi-screen socially-enabled video experiences to audiences wherever they are. KIT digital services more than 2,300 clients in 50+ countries including some of the world's biggest brands, such as Airbus, The Associated Press, BBC, Best Buy, Bristol-Myers Squibb, Disney-ABC, FedEx, Google, HP, MTV, News Corp, Telecom Argentina, Telefonica, Universal Studios, Verizon, Vodafone and Volkswagen. 

KIT digital maintains executive offices in New York and its operational headquarters in Prague, Czech Republic, with offices in 21 countries around the world. Visit the company at www.kitd.com or follow on Twitter at www.twitter.com/KITdigital.",2005,"{'Joystick Interactive': 'https://www.linkedin.com/company/joystick-interactive', 'Lifebooker': 'https://www.linkedin.com/company/lifebooker-llc', 'RiaEnjolie, Inc.': 'https://www.linkedin.com/company/riaenjolie-inc-', 'BrandShop Digital Commerce': 'https://www.linkedin.com/company/brandshop-digital-commerce', 'Lime Company': 'https://www.linkedin.com/company/limecompany', 'Critical Mention': 'https://www.linkedin.com/company/critical-mention'}"
https://www.linkedin.com/company/crosschx,CrossChx,"Medical Identity Fraud Prevention, Real-Time Healthcare Intelligence, Medical Identity Resolution, Healthcare Technology, Artificial Intelligence, Machine Learning, Robotic Process Automation, Identity Resolution, AI for Healthcare",Information Technology and Services,http://www.crosschx.com,"99 E. Main St. Columbus, Ohio 43215 United States",51-200,"CrossChx is on a mission to build meaningful artificial intelligence that empowers and scales humans to achieve more than ever before. We are pioneers working to make the AI revolution both powerful and beneficial to humankind. We are putting a blue collar on AI and letting it do what machines can do best– and leaving the tasks that require creativity, empathy, and passion to people. For more information, visit www.hireolive.com.
",2012,"{'CoverMyMeds': 'https://www.linkedin.com/company/covermymeds', 'Aver Inc.': 'https://www.linkedin.com/company/aver-inc', 'Pillar Technology': 'https://www.linkedin.com/company/pillar-technology', 'HMB': 'https://www.linkedin.com/company/hmb', 'Koru | Predictive Hiring for Fit': 'https://www.linkedin.com/company/koru-inc', 'Updox': 'https://www.linkedin.com/company/updox'}"
https://www.linkedin.com/company/seatgeek,SeatGeek,"tickets, internet and technology, data analysis, sports, entertainment, and media",Internet,http://seatgeek.com/,"400 Lafayette St, Fl 4 New York, NY 10003 United States",51-200,"SeatGeek does the ticket searching for you, so all you have to do is pick your seat. No more searching around wondering if you’re going to get ripped off. Want to sell your own tickets? Do it with a tap on SeatGeek’s Marketplace and we’ll even give you price recommendations. It’s never been easier to score sweet deals and save time looking for seats to games, shows, concerts and matches.

We're an assortment of bright, talented, and interesting people united by the mission to change the way people buy tickets. By day, we're a group of talented developers, designers, marketers, and businessfolk working together to build something new and different. We represent live event junkies of every kind: diehard sports fans, passionate concert-goers, sophisticated theater enthusiasts, and more. From our lives outside the office and before SeatGeek, we all have interesting stories to tell.",2009,"{'StubHub': 'https://www.linkedin.com/company/stubhub', 'Spotify': 'https://www.linkedin.com/company/spotify', 'Ticketmaster': 'https://www.linkedin.com/company/ticketmaster', 'Schoology': 'https://www.linkedin.com/company/schoology', 'Amazon': 'https://www.linkedin.com/company/amazon', 'Google': 'https://www.linkedin.com/company/google'}"
https://www.linkedin.com/company/lending-club,LendingClub,"Personal Loans, Investing, Peer-to-Peer Lending, Patient Financing, Marketplace Lending, Business Loans, Education Financing",Internet,http://www.lendingclub.com,"71 Stevenson Street Suite 300 San Francisco, CA 94105 United States",1001-5000,"LendingClub is America's largest online marketplace connecting borrowers and investors, facilitating personal loans, business loans, and financing for elective medical procedures and K-12 education and tutoring. Borrowers access lower interest rate loans through a fast and easy online or mobile interface. Investors provide the capital to enable many of the loans in exchange for earning interest. We operate fully online with no branch infrastructure, and use technology to lower cost and deliver an amazing experience. We pass the cost savings to borrowers in the form of lower rates and investors in the form of attractive returns. We’re transforming the banking system into a frictionless, transparent and highly efficient online marketplace, helping people achieve their financial goals every day.

Since launching in 2007 we’ve built a trusted brand with a track record of delivering exceptional value and satisfaction to both borrowers and investors. LendingClub’s awards include being named to the Inc. 500 in 2014 and a CNBC Disruptor 50 for the second year in a row, one of Forbes’ America’s Most Promising Companies three years in a row, one of The World’s 10 Most Innovative Companies in Finance by Fast Company in 2013 and a 2012 World Economic Forum Technology Pioneer.

(Notes by Prospectus - https://www.lendingclub.com/info/prospectus.action)",2006,"{'SoFi': 'https://www.linkedin.com/company/sofi', 'Prosper Marketplace': 'https://www.linkedin.com/company/prosper-marketplace', 'Square': 'https://www.linkedin.com/company/square--', 'OnDeck': 'https://www.linkedin.com/company/ondeck', 'Affirm, Inc.': 'https://www.linkedin.com/company/affirm', 'Stripe': 'https://www.linkedin.com/company/stripe'}"
https://www.linkedin.com/company/engineyard,Engine Yard,"rails, ruby, ruby on rails, cloud computing, open source, paas, node.js, cloud, devops, AWS, Support, Linux, AWS Certified Solutions Architects, AWS Advanced Partner, Support Team as a Service, Database Administration as a Service",Internet,http://www.engineyard.com,"580 Market Street Suite 150 San Francisco, CA 94103 United States",51-200,"Thousands of Ruby on Rails developers trust  Engine Yard to deploy and manage their apps in the cloud so they can continue doing what they do best - writing beautiful apps.  Engine Yard was founded by leaders in the Rails community 10 years ago and our world-class team of Rails support engineers continually score 98%+ on customer satisfaction ratings.

To learn more about Engine Yard, visit our website (http://www.engineyard.com), read our technical blog (http://blog.engineyard.com/), and follow @engineyard on Twitter (http://twitter.com/engineyard).",2006,"{'Docker, Inc': 'https://www.linkedin.com/company/docker', 'Heroku': 'https://www.linkedin.com/company/heroku', 'Deis, Inc': 'https://www.linkedin.com/company/deis-inc', 'Edmodo': 'https://www.linkedin.com/company/edmodo', 'Fluid': 'https://www.linkedin.com/company/fluid', 'TrustArc': 'https://www.linkedin.com/company/trustarc'}"
https://www.linkedin.com/company/quantcast,Quantcast,"display advertising, internet, measurement, software development, programmatic, digital",Internet,http://www.quantcast.com,"795 Folsom San Francisco, CA 94107 United States",501-1000,"We have built one of the world’s most sophisticated data-intelligence platforms, using big data and machine learning to solve the biggest challenges in marketing and create more rewarding experiences across the digital landscape. Publishers use our insights to better understand audiences and how content resonates with consumers they want to attract and retain. Marketers utilize our understanding of online behavior and our predictive advertising capabilities to reach the customers most likely to engage with their messages. Consumers see the results of our work in relevant stories and advertisements that create a personalized experience across all of their devices.",2006,"{'AdRoll': 'https://www.linkedin.com/company/adroll', 'MediaMath': 'https://www.linkedin.com/company/mediamath', 'Salesforce': 'https://www.linkedin.com/company/salesforce', 'Google': 'https://www.linkedin.com/company/google', 'Facebook': 'https://www.linkedin.com/company/facebook', 'Amazon': 'https://www.linkedin.com/company/amazon'}"
https://www.linkedin.com/company/datalogix-inc-,Oracle | Datalogix,,Marketing and Advertising,http://www.datalogix.com,"10075 Westmoor Drive Suite 200 Westminster, CO 80021 United States",201-500,"Datalogix is now part of Oracle and provides marketing infrastructure for the data-driven era by connecting digital advertising to offline sales.  We help leading brands reach audiences of buyers across display, video, mobile and social.  DLX ROI® is the industry standard for measuring the offline sales lift resulting from digital marketing campaigns.  The Company’s expertise spans the major consumer segments, including Retail, CPG, and Automotive. 

In the last three years, Oracle | Datalogix  has created some of the industry’s biggest advancements in digital targeting and measurement and is recognized as the industry standard for accuracy and accountability. What’s more, within a two-year span, we doubled revenue and staff and expect to do the same in the next two years. We have created unparalleled career opportunities for DLX team members, too.",2002,"{'DataLogix': 'https://www.linkedin.com/company/datalogix', 'Oracle': 'https://www.linkedin.com/company/oracle', 'DataLogix Inc': 'https://www.linkedin.com/company/datalogix-texac-inc', 'BlueKai': 'https://www.linkedin.com/company/bluekai', 'Google': 'https://www.linkedin.com/company/google', 'Epsilon': 'https://www.linkedin.com/company/epsilon'}"
https://www.linkedin.com/company/the-honest-company,The Honest Company,"Diapering, Cleaning, Feeding, Bath & Body, Gear, Vitamins, Beauty, Lifestyle",Consumer Goods,http://www.honest.com,"12130 Millennium Drive Los Angeles, CA 90094 United States",201-500,"The Honest Company is dedicated to helping people live a happy and healthy life.  Founded in 2012, the mission-driven company provides 100+ safe, effective, and delightful products across a wide range of consumer categories, including baby, personal care, home care, and vitamins & supplements, to a passionate community of consumers united by values and style. Honest Beauty, the company's latest product offering, is a comprehensive skincare and makeup collection created with the same Honest standards of safety, performance, and spirit that are the hallmark of The Honest Company. Honest products are available across the U.S. and Canada via honest.com and honestbeauty.com and at more than 6,000 retail locations across North America. The Honest Company is privately held and headquartered in Playa Vista, California. 

Websites: www.honest.com, www.honestbeauty.com
Careers: honest.com/careers
Blog: blog.honest.com
Facebook: facebook.com/TheHonestCompany
Instagram: instagram.com/Inside_Honest",2012,"{'TOMS': 'https://www.linkedin.com/company/toms', 'BeachMint': 'https://www.linkedin.com/company/beachmint', 'Dollar Shave Club': 'https://www.linkedin.com/company/dollar-shave-club', 'Birchbox': 'https://www.linkedin.com/company/birchbox', 'goop.com': 'https://www.linkedin.com/company/goop-', 'Refinery29, Inc.': 'https://www.linkedin.com/company/refinery29-inc-'}"
https://www.linkedin.com/company/dwolla,Dwolla,"Payments API, ACH API, Payment Network, Mass Payments, startups, Silicon Prairie, ACH Payments, Payments Dashboard, Same Day ACH, Bank Transfers, Mass Payouts",Financial Services,http://www.dwolla.com,"Financial Center, #1830 Des Moines, IA 50309 United States",51-200,"At Dwolla, we provide APIs for businesses and platforms to leverage our powerful bank transfer platform. Businesses can quickly and seamlessly integrate ACH transfers into their application in order to make payments more efficient and effective. You customize the look and feel of the experience, with Dwolla’s secure infrastructure at your back. Learn more about our business tools for working with the ACH network, www.dwolla.com/about.",2008,"{'WePay': 'https://www.linkedin.com/company/wepay', 'Stripe': 'https://www.linkedin.com/company/stripe', 'Xoom, A PayPal Service': 'https://www.linkedin.com/company/xoom-corporation', 'Square': 'https://www.linkedin.com/company/square--', 'Affirm, Inc.': 'https://www.linkedin.com/company/affirm', 'Venmo': 'https://www.linkedin.com/company/venmo'}"
https://www.linkedin.com/company/doubledutch,DoubleDutch,"Mobile Event Apps, Event Technology, Geosocial Apps, Mobile Enterprise, Meetings, Trade shows, Conferences, Conventions, Associations, Live Engagement Marketing, Event Marketing",Computer Software,http://doubledutch.m,"350 Rhode Island Street Suite 375 San Francisco, CA 94103 United States",201-500,"DoubleDutch believes in the power of digitizing live engagement to supercharge business outcomes. The DoubleDutch Live Engagement Platform powers events, conferences, and trade shows for more than 1,700 customers including Forbes, Humana, LinkedIn, Novartis, Nationwide, UBM and Urban Land Institute. 

The company has been named one of Deloitte’s 500 fastest growing companies in North America, AlwaysOn OnMedia 100 Top Private Companies, and Forbes’ 10 Hot Companies to Work for in San Francisco. DoubleDutch is based in San Francisco with additional U.S. offices in Phoenix and Portland and a global presence in Amsterdam, and London.

To learn more about how Live Engagement Marketing can improve your events, visit doubledutch.me/LEM-report",2011,"{'Gainsight': 'https://www.linkedin.com/company/gainsight', 'Sisense': 'https://www.linkedin.com/company/sisense', 'Totango': 'https://www.linkedin.com/company/totango', 'Influitive': 'https://www.linkedin.com/company/influitive', 'PagerDuty': 'https://www.linkedin.com/company/pagerduty', 'Adaptive Insights': 'https://www.linkedin.com/company/adaptive-insights'}"
https://www.linkedin.com/company/perfecto-mobile,Perfecto Mobile,"Mobile Testing, Test Automation, Web Testing, Mobile Monitoring, Digital Engagement, Quality Assurance, Performance Testing, Mobile Application Testing, User Experience Testing",Information Technology and Services,https://www.perfectomobile.com,"25 Corporate Drive Suite 300 Burlington, Massachusetts 01803 United States",201-500,"Perfecto enables exceptional digital experiences. We help you transform your business and strengthen every digital interaction with a quality-first approach to creating web and native apps, through a cloud-based test environment called the Continuous Quality Lab. The CQL is comprised of real devices and real end-user conditions, giving you the truest test environment available.


More than 1,500 customers, including 50% of the Fortune 500 across the banking, insurance, retail, telecommunications and media industries rely on Perfecto Mobile to deliver optimal mobile app functionality and end user experiences, ensuring their brand’s reputation, establishing loyal customers, and continually attracting new users. For more information about Perfecto Mobile, visit perfectomobile.com, join our community at https://community.perfectomobile.com/, or follow us on Twitter at @PerfectoMobile.",2006,"{'Applause': 'https://www.linkedin.com/company/applause', 'Experitest': 'https://www.linkedin.com/company/experitest', 'PERFECTO': 'https://www.linkedin.com/company/culture-r-gie', 'Salesforce': 'https://www.linkedin.com/company/salesforce', 'Spencer Technologies': 'https://www.linkedin.com/company/spencer-technologies', 'Sauce Labs': 'https://www.linkedin.com/company/sauce-labs'}"
https://www.linkedin.com/company/twilio-inc-,Twilio Inc.,"telecommunications, API, cloud communications, SaaS, telephony, SMS, Voice, VoIP",Internet,http://www.twilio.com,"645 Harrison Street 3rd Floor San Francisco, CA 94105 United States",501-1000,"Twilio makes communications easy and powerful. With Twilio's platform, businesses can make communications relevant and contextual by embedding real-time communication and authentication capabilities directly into their software applications. Twilio gives businesses the ability to innovate, prototype, create, and connect with their customers at the right time and in the right way. Founded in 2008, Twilio is a public company based in San Francisco, California with other offices around the world.",2008,"{'Slack': 'https://www.linkedin.com/company/tiny-speck-inc', 'Salesforce': 'https://www.linkedin.com/company/salesforce', 'Airbnb': 'https://www.linkedin.com/company/airbnb', 'Google': 'https://www.linkedin.com/company/google', 'Amazon': 'https://www.linkedin.com/company/amazon', 'Stripe': 'https://www.linkedin.com/company/stripe'}"
https://www.linkedin.com/company/thismoment,Thismoment,"Digital Experience Marketing, Facebook, YouTube - Custom Brand Channels, Twitter, Vkontakte, Mixi, LinkedIn, Preferred Developer, Online Marketing, Content Marketing, Social Media Content Management, Social Media Marketing, Instagram, Google+, Event Marketing",Computer Software,http://www.thismoment.com,"221 Kearny St., Floor 4 San Francisco, CA 94108 United States",51-200,"Thismoment is a marketing technology company that enables the world’s biggest companies to connect with their target audiences in real time on any device. Through Thismoment Content Cloud, our digital storytelling platform, we enable effortless content curation, digital experience creation and sharing, and seamless enterprise technology integrations. More than 150 top brands and agencies use Thismoment, including Coca-Cola, Intuit, Levi’s, Wells Fargo, Sephora, Fleishman Hillard and Digitas. For more information, visit www.thismoment.com.",2008,"{'Treasure Data': 'https://www.linkedin.com/company/treasure-data-inc-', 'Terracotta': 'https://www.linkedin.com/company/terracotta', 'WANdisco': 'https://www.linkedin.com/company/wandisco', 'ClearCare': 'https://www.linkedin.com/company/clearcare', 'Immersion Corporation': 'https://www.linkedin.com/company/immersion-corporation', 'Lucidworks': 'https://www.linkedin.com/company/lucidworks'}"
https://www.linkedin.com/company/wonga-com,Wonga,,Financial Services,http://www.wonga.com,"Greater London House London, United Kingdom",501-1000,"We are an international finance company using technology to meet customers’ financial needs in a transparent, convenient and responsible way. Lending in nine countries, we serve consumers and businesses via two distinct brands – Wonga.com (consumer loans) and BillPay (online payments). Our products are real-time, 24/7 and entirely online and mobile. Headquartered out of London and backed by leading global investors, we employ hundreds of people with over 40 different nationalities.
 
Chaired by Andy Haste (formerly Chief Executive of FSTE 100 insurance company, RSA) we are going through a major programme of change to ensure we build a company with a sustainable future. With a new senior leadership team in place, we are reimagining the business and are looking for individuals with the skills, experience and customer focused attitude to be part of this positive transformation with us.

To find out more about career opportunities at Wonga please email; recruitment@Wonga.com",2007,"{'Zopa': 'https://www.linkedin.com/company/zopa', 'FINkit®': 'https://www.linkedin.com/company/finkittech', 'TransferWise': 'https://www.linkedin.com/company/transferwise', '4Finance Spain': 'https://www.linkedin.com/company/4financespain', 'WorldRemit': 'https://www.linkedin.com/company/worldremit', 'Funding Circle UK': 'https://www.linkedin.com/company/funding-circle'}"
https://www.linkedin.com/company/visible-measures,Visible Measures,"online video, internet video, video measurement, social video, viral video, advertising, media planning, media buying, video publishers, video advertisers, brand advertisers, video marketing",Marketing and Advertising,http://www.visiblemeasures.com,"100 High Street Seventh Floor Boston, MA 02210 United States",51-200,"Visible Measures is the leader in social video measurement and activation. Long considered the most trusted source for data and insights on video content advertising, Visible Measures provides an end-to-end solution for capturing consumer attention programmatically through video and native media.  Visible Measures works with hundreds of global brands, agencies, trading desks, and publisher clients, which include Procter & Gamble, Unilever, Nestle, VivaKi and Conde Nast. Visit us online at www.visiblemeasures.com or follow us on Twitter @Visiblemeasures.",2005,"{'Pixability': 'https://www.linkedin.com/company/pixability', 'Nanigans': 'https://www.linkedin.com/company/nanigans', 'Wistia': 'https://www.linkedin.com/company/wistia', 'Brightcove': 'https://www.linkedin.com/company/brightcove', 'ViralGains': 'https://www.linkedin.com/company/viralgains', 'Digilant': 'https://www.linkedin.com/company/digilant'}"
https://www.linkedin.com/company/harry-s-peterson-company,Harry S Peterson Company,,Construction,,"5317 W Burnham St Milwaukee, Wisconsin 53219-5019 United States",11-50,,,"{'HARRY S. PETERSON CO., INC.': 'https://www.linkedin.com/company/harry-s-peterson-co-inc-', 'Carl Walker Construction Group, Inc.': 'https://www.linkedin.com/company/carl-walker-construction-group-inc.', 'Truesdell Co': 'https://www.linkedin.com/company/truesdell-co', 'EDA CONTRACTORS, INC.': 'https://www.linkedin.com/company/eda-contractors-inc.', 'Harry Peterson': 'https://www.linkedin.com/company/harry-peterson', 'Structural Group': 'https://www.linkedin.com/company/structuralgroup'}"
https://www.linkedin.com/company/appnexus,AppNexus,"online advertising, advertising technology, real-time bidding, cloud computing",Internet,http://www.appnexus.com,"28 West 23rd 4th Floor New York, New York 10010 United States",1001-5000,"AppNexus is an internet technology company that enables and optimizes the real-time sale and purchase of digital advertising. Our powerful, real-time decisioning platform supports core products that enable publishers to maximize yield; and marketers and agencies to harness data and machine learning to deliver intelligent and customized campaigns. Headquartered in New York City, AppNexus employs over 1000 professionals in offices spanning five continents. For more information, follow us at @AppNexus or visit us at www.AppNexus.com",2007,"{'MediaMath': 'https://www.linkedin.com/company/mediamath', 'Turn': 'https://www.linkedin.com/company/turn', 'TubeMogul, Inc.': 'https://www.linkedin.com/company/tubemogul-inc-', 'dataxu': 'https://www.linkedin.com/company/dataxu', 'The Trade Desk, Inc.': 'https://www.linkedin.com/company/the-trade-desk', 'Rubicon Project': 'https://www.linkedin.com/company/the-rubicon-project'}"
https://www.linkedin.com/company/color-genomics,Color Genomics,,Biotechnology,https://color.com,"1801 Murchison Avenue Burlingame, California 94010 United States",51-200,"Color offers affordable genetic testing to help people understand their risk for common hereditary conditions. We include support for physicians, as well as complimentary genetic counseling as part of every test. ",2013,"{'Invitae': 'https://www.linkedin.com/company/invitae', 'Color': 'https://www.linkedin.com/company/color-labs', 'Counsyl': 'https://www.linkedin.com/company/counsyl', 'Genomic Health': 'https://www.linkedin.com/company/genomic-health', '23andMe': 'https://www.linkedin.com/company/23andme', 'Natera': 'https://www.linkedin.com/company/natera'}"
https://www.linkedin.com/company/descartes-labs,Descartes Labs,"artificial intelligence, machine learning, image recognition, satellites, deep learning, big data, agriculture",Internet,http://www.descarteslabs.com,"1613 Paseo De Peralta Ste. 200 Santa Fe, NM 87501 United States",11-50,Descartes Labs is building a data refinery for satellite imagery.,2014,"{'Orbital Insight': 'https://www.linkedin.com/company/orbital-insight-inc-', 'Enlitic': 'https://www.linkedin.com/company/enlitic', 'Clarifai': 'https://www.linkedin.com/company/clarifai', 'Deep Genomics': 'https://www.linkedin.com/company/deep-genomics', 'Planet': 'https://www.linkedin.com/company/planet-labs', 'Zymergen, Inc.': 'https://www.linkedin.com/company/zymergen-inc-'}"
https://www.linkedin.com/company/hourlynerd,HourlyNerd,,Management Consulting,http://enterprise.hourlynerd.com,"280 Summer St 7th Floor Boston, MA 02210 United States",51-200,"HourlyNerd is the leading technology platform delivering elite business talent. Founded with the collaboration of faculty members at Harvard Business School in 2013, HourlyNerd boasts over 20,000 independent experts, including top MBAs, elite business advisors, and industry experts from leading corporations, and serves more than 8,000 companies, including nearly 10% of the Fortune 1000. Based in Boston, HourlyNerd focuses on innovative workforce solutions with leading companies including GE, Microsoft, Au Bon Pain and Staples, as well as countless others on a confidential basis.

HourlyNerd’s technology-driven delivery model is creating a new market for readily available elite expertise with client-friendly pricing structures and data-vetted, market-tested quality. Leveraging a model keystoned by flexibility, expert knowledge and on-demand usage, enterprises have found innovative uses for HourlyNerd from manager/director level to the C-suite. The company has resonated tremendously with enterprise executives who’ve long sought a technology solution for meeting ad-hoc needs for experienced business talent.",2013,"{'Catalant Technologies': 'https://www.linkedin.com/company/catalant-technologies', 'IVY': 'https://www.linkedin.com/company/ivyconnect', 'Catalant': 'https://www.linkedin.com/company/catalant', 'ClassPass': 'https://www.linkedin.com/company/classpass', 'Talmix': 'https://www.linkedin.com/company/talmix', 'WeWork': 'https://www.linkedin.com/company/wework'}"
https://www.linkedin.com/company/databricks,Databricks,"Apache Spark, Apache Spark Training, Cloud Computing, Big Data, Data Science, Unified Analytics Platform",Computer Software,https://databricks.com,"160 Spear Street 13th Floor San Francisco, CA 94105 United States",51-200,"Databricks’ mission is to accelerate innovation for its customers by unifying Data Science, Engineering and Business. Founded by the team who created Apache Spark™, Databricks provides a Unified Analytics Platform for data science teams to collaborate with data engineering and lines of business to build data products. Users achieve faster time-to-value with Databricks by creating analytic workflows that go from ETL and interactive exploration to production. The company also makes it easier for its users to focus on their data by providing a fully managed, scalable, and secure cloud infrastructure that reduces operational complexity and total cost of ownership. Databricks, venture-backed by Andreessen Horowitz, NEA and Battery Ventures, among others, has a global customer base that includes Salesforce, Viacom, Shell and HP.  For more information, visit www.databricks.com.",2013,"{'Mesosphere, Inc.': 'https://www.linkedin.com/company/mesosphere', 'Docker, Inc': 'https://www.linkedin.com/company/docker', 'Confluent': 'https://www.linkedin.com/company/confluent', 'CoreOS': 'https://www.linkedin.com/company/coreos', 'Slack': 'https://www.linkedin.com/company/tiny-speck-inc', 'Cloudera': 'https://www.linkedin.com/company/cloudera'}"
